Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-29 00:08:48.705011,19647181251,2,0,0,1336,0,3->4
1,2025-07-29 00:26:10.371489,1111110190190,2,0,0,0,613,4->3
1,2025-07-29 00:39:29.312390,11111114041,2,0,0,0,1772,4->3
1,2025-07-29 01:10:46.852694,11111114041,2,0,0,633,0,3->4
1,2025-07-29 01:13:14.885268,11111116362,2,0,0,2484,0,3->4
1,2025-07-29 01:57:15.875526,11111116362,2,0,0,0,2336,4->3
1,2025-07-29 02:38:01.191190,1111110190190,2,0,0,8434,0,3->4
1,2025-07-29 05:05:14.927629,11111116362,2,0,0,9178,0,3->4
1,2025-07-29 07:45:28.859119,1111110190190,2,0,0,0,574,4->3
1,2025-07-29 07:55:25.094999,11111116362,2,0,0,0,1559,4->3
1,2025-07-29 08:22:39.298072,11111116362,2,0,0,1236,0,3->4
1,2025-07-29 08:51:08.242728,19645674,2,0,0,0,742,4->3
1,2025-07-29 09:07:23.960056,1111111248249,2,0,0,0,2065,4->3
1,2025-07-29 09:35:24.247139,1964711262,2,0,0,0,570,4->3
1,2025-07-29 09:39:23.221163,11111114041,2,0,0,0,584,4->3
initialize,2025-07-29 11:22:00.759440,0,1,0,0,0,0,initialize
initialize,2025-07-29 11:22:00.759443,0,2,0,0,0,0,initialize
initialize,2025-07-29 11:35:07.755607,0,1,0,0,0,0,initialize
initialize,2025-07-29 11:35:07.755610,0,2,0,0,0,0,initialize
