Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-24 02:01:13.604053,19647181251,2,0,0,0,1034,4->3
1,2025-07-24 03:47:58.598599,1964711262,2,0,0,0,1016,4->3
1,2025-07-24 04:28:42.664577,11111116362,2,0,0,0,606,4->3
1,2025-07-24 04:43:10.023880,11111116362,2,0,0,656,0,3->4
1,2025-07-24 06:38:37.034170,1111111248249,2,0,0,0,2701,4->3
1,2025-07-24 07:18:15.758141,11111114041,2,0,0,0,572,4->3
1,2025-07-24 07:26:36.279516,19647181251,2,0,0,803,0,3->4
1,2025-07-24 07:40:40.190407,1111110190190,2,0,0,0,683,4->3
1,2025-07-24 07:51:28.771620,1964711262,2,0,0,5348,0,3->4
1,2025-07-24 09:22:46.197211,1111110192192,2,0,0,0,1138,4->3
initialize,2025-07-24 10:09:39.728293,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:09:39.728296,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:11:21.545086,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:11:21.545090,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:14:27.246688,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:14:27.246691,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:14:57.766513,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:14:57.766517,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:17:01.995116,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:17:01.995119,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:33:08.278183,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:33:08.278186,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:40:47.167820,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:40:47.167824,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:54:11.491242,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:54:11.491246,0,2,0,0,0,0,initialize
initialize,2025-07-24 12:07:44.924289,0,1,0,0,0,0,initialize
initialize,2025-07-24 12:07:44.924293,0,2,0,0,0,0,initialize
1,2025-07-24 12:32:18.675946,11111114041,2,0,0,3742,0,3->4
1,2025-07-24 13:37:33.816754,1111111248249,2,0,0,0,2933,4->3
1,2025-07-24 14:30:10.863756,19647181251,2,0,0,891,0,3->4
